TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"국립중앙과학관","202603","네이버카페","5.00000","2.00000",,"1.00000","4.50000","5216.00000","과학박물관","36.3755897","127.3766119","대전광역시 유성구 구성동 411-1","대전광역시","유성구","6333688.00000","5664480.00000","11.80000","167316974.00000","164968381.00000","2348593.00000"
"전주 한옥마을","202603","네이버카페","4.00000",,,,"4.10000","29066.00000","관광 명소","35.8175376","127.1520417","전북특별자치도 전주시 완산구 기린대로 99","전북특별자치도","전주시 완산구","3815490.00000","3766560.00000","1.30000","55366171.00000","53976746.00000","1389425.00000"
"애월읍","202603","네이버카페","3.00000",,,,"4.60000","328.00000","관광 명소","33.4110784","126.3939276","제주특별자치도 제주시 애월읍 소길리 산219-1","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"어린이대공원","202603","네이버카페","1.00000",,,,"4.50000","12998.00000","놀이공원","37.549363","127.0818126","서울특별시 능동 18번지 어린이대공원놀이동산 광진구 서울특별시 KR","서울특별시","광진구","7439390.00000","6797980.00000","9.40000","112101007.00000","95405056.00000","16695951.00000"
"전쟁기념관","202603","네이버카페","17.00000",,,,"4.60000","17952.00000","전쟁 박물관","37.5366059","126.9771397","서울특별시 용산구 이태원로 29","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"국립중앙박물관","202603","네이버카페","53.00000","26.00000","17.00000","0.50000","4.70000","28131.00000","국립박물관","37.5238506","126.9804702","서울특별시 용산구 서빙고로 137","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"남한산성","202603","네이버카페","25.00000","7.00000","11.00000","-0.40000","4.40000","1806.00000","문화 유산 보존","37.4789","127.18","경기도 광주시 남한산성면 남한산성로 784-29","경기도","광주시","4276958.00000","4129514.00000","3.60000","68294148.00000","67941906.00000","352242.00000"
"장충체육관","202603","네이버카페","1.00000","1.00000",,"1.00000","4.30000","996.00000","경기장","37.5581","127.0068","서울특별시 중구 동호로 241","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"여의도한강공원","202603","네이버카페","45.00000","45.00000",,"1.00000","4.50000","18058.00000","공원","37.5267106","126.9347112","서울특별시 영등포구 여의동로 계절광장","서울특별시","영등포구","10886124.00000","10180622.00000","6.90000","283861222.00000","255649939.00000","28211283.00000"
"종묘","202603","네이버카페","20.00000","7.00000","4.00000","0.80000","4.50000","1251.00000","역사적 장소","37.5746","126.9938","서울특별시 종로구 종로 157 종묘관리소","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"성수동","202603","네이버카페","14.00000","3.00000","8.00000","-0.60000","4.40000","40.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","7576954.00000","6828434.00000","11.00000","140942148.00000","98939568.00000","42002580.00000"
"코엑스몰","202603","네이버카페","265.00000","64.00000","78.00000","-0.20000","4.30000","24516.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"파주출판단지","202603","네이버카페","1.00000",,,,"4.40000","30.00000","공원","37.7108074","126.6841874","경기도 파주시 직지길 250","경기도","파주시","4937740.00000","4553766.00000","8.40000","110370761.00000","107220720.00000","3150041.00000"
"해동용궁사","202603","네이버카페","5.00000","2.00000","2.00000",,"4.50000","26546.00000","불교사찰","35.1883491","129.2233197","부산광역시 기장군 기장읍 용궁길 86 해동용궁사","부산광역시","기장군","3419241.00000","3392484.00000","0.80000","95858078.00000","83312617.00000","12545461.00000"
"강남","202603","네이버카페","363.00000","117.00000","99.00000","0.20000","4.10000","607.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"명동","202603","네이버카페","220.00000","123.00000","21.00000","4.90000","4.40000","25946.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"합천영상테마파크","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.10000","4028.00000","테마파크","35.5492109","128.07312","경상남도 합천군 용주면 합천호수로 757","경상남도","합천군","487826.00000","486017.00000","0.40000","4069996.00000","4055652.00000","14344.00000"
"함덕해수욕장","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.50000","11645.00000","해변","33.5434231","126.6697752","제주특별자치도 제주시 조천읍 함덕리 산14-1","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"서울광장","202603","네이버카페","1.00000",,,,"4.30000","3437.00000","공원","37.5655675","126.978014","서울특별시 중구 태평로2가 375","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"망원시장","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.30000","8716.00000","재래시장","37.5559018","126.9062854","서울특별시 마포구 포은로6길 27","서울특별시","마포구","11178818.00000","10711578.00000","4.40000","246294312.00000","179744728.00000","66549584.00000"
"만장굴","202603","네이버카페","1.00000",,,,"4.20000","11850.00000","관광 명소","33.5282463","126.7702874","제주특별자치도 제주시 구좌읍 만장굴길 182 만장굴","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"강변","202603","네이버카페","31.00000","15.00000","8.00000","0.90000","4.10000","836.00000","전자제품 판매점","37.535098","127.094695","서울특별시 광진구 강변역로 53 강변","서울특별시","광진구","7439390.00000","6797980.00000","9.40000","112101007.00000","95405056.00000","16695951.00000"
"명동대성당","202603","네이버카페","28.00000","1.00000",,"1.00000","4.70000","9943.00000","대성당","37.5633245","126.9872338","서울특별시 중구 명동길 74","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"서울대학교","202603","네이버카페","310.00000","86.00000","133.00000","-0.40000","4.40000","2006.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","6865366.00000","6193810.00000","10.80000","74089104.00000","72314424.00000","1774680.00000"
"한라산","202603","네이버카페","16.00000","6.00000","7.00000","-0.10000","4.60000","817.00000","산봉우리","33.3616666","126.5291666","제주특별자치도 제주시 오등동 산57번지 한라산골프장내","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"한국영화박물관","202603","네이버카페","2.00000",,,,"4.20000","79.00000","박물관","37.5804334","126.8894764","서울특별시 마포구 상암동 1602번지 2층","서울특별시","마포구","11178818.00000","10711578.00000","4.40000","246294312.00000","179744728.00000","66549584.00000"
"마포대교","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.50000","327.00000","다리","37.5337975","126.9371138","서울 영등포구 여의도동","서울특별시","마포구","11178818.00000","10711578.00000","4.40000","246294312.00000","179744728.00000","66549584.00000"
"한국민속촌","202603","네이버카페","5.00000","1.00000","3.00000","-0.70000","4.40000","16090.00000","관광 명소","37.258939","127.1181126","경기도 용인시 기흥구 민속촌로 90","경기도","용인시 기흥구","5872842.00000","5544616.00000","5.90000","132196264.00000","128789930.00000","3406334.00000"
"거제","202603","네이버카페","26.00000","10.00000","11.00000","-0.10000","4.30000","219.00000","섬","34.8931951","128.6091247","경상남도 거제시 장평동 7-9","경상남도","거제시","1818450.00000","1853660.00000","-1.90000","19619557.00000","18983370.00000","636187.00000"
"마로니에 공원","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.30000","5957.00000","공원","37.5805009","127.0028245","서울특별시 종로구 대학로8길 1 마로니에 공원","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"서울숲공원","202603","네이버카페","19.00000","6.00000","12.00000","-0.50000","4.60000","10591.00000","공원","37.5443878","127.0374424","서울특별시 성동구 성수동1가 678-1","서울특별시","성동구","7576954.00000","6828434.00000","11.00000","140942148.00000","98939568.00000","42002580.00000"
"마두공원","202603","네이버카페","7.00000","2.00000",,"1.00000","4.40000","233.00000","공원","37.652185","126.777641","고양시 마두역","경기도","고양시 일산동구","4818660.00000","4826650.00000","-0.20000","97161489.00000","95521010.00000","1640479.00000"
"한강 공원","202603","네이버카페","20.00000","14.00000","4.00000","2.50000","4.80000","127.00000","공원","37.5270005","127.0198894","서울특별시 강남구 압구정동 387","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"뚝섬","202603","네이버카페","2.00000","2.00000",,"1.00000","4.60000","742.00000","공원","37.547206","127.047405","서울특별시 성수1가제2동 뚝섬","서울특별시","성동구","7576954.00000","6828434.00000","11.00000","140942148.00000","98939568.00000","42002580.00000"
"감천문화마을","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.40000","31959.00000","관광 명소","35.0973904","129.0105924","부산광역시 사하구 감내2로 203","부산광역시","사하구","2290390.00000","2246699.00000","1.90000","24587519.00000","23195697.00000","1391822.00000"
"서대문자연사박물관","202603","네이버카페","1.00000",,,,"4.30000","3003.00000","자연사 박물관","37.576673","126.9374741","서울특별시 서대문구 연희동 141-52","서울특별시","서대문구","9267108.00000","8327028.00000","11.30000","90077981.00000","78865725.00000","11212256.00000"
"해운대해수욕장","202603","네이버카페","76.00000","22.00000","19.00000","0.20000","4.60000","2666.00000","해변","35.1719465","129.1741038","부산광역시 해운대구 좌동 998-11","부산광역시","해운대구","5866066.00000","5662184.00000","3.60000","213290962.00000","189829089.00000","23461873.00000"
"보라매공원","202603","네이버카페","1.00000",,,,"4.50000","7583.00000","시티 공원","37.4932342","126.9197115","서울특별시 동작구 신대방동 395","서울특별시","동작구","6296840.00000","6051038.00000","4.10000","68927861.00000","67163989.00000","1763872.00000"
"흰여울문화마을","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.40000","8634.00000","관광 명소","35.0782798","129.0453198","부산광역시 영도구 영선동4가 1043 흰여울문화마을","부산광역시","영도구","1683815.00000","1579728.00000","6.60000","9117932.00000","8062550.00000","1055382.00000"
