DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,SEXDSTN_CD,INTRST_REALM_NM,PGE_VIEWS_CO,VISIT_CO,OPN_DE
20231200393,2012년에 중단된 경주 한국의 술과 떡 잔치,"경주 한국의 술과 떡 잔치는 1998년부터 2012년까지 우리의 전통떡과 전통술을 소재로 개최된 전통 음식 문화 축제이다. 1998년 처음 축제가 개최되었을 때는 ‘한국 전통주와 떡 축제’라는 명칭이었다가 2002년에 ‘경주 한국의 술과 떡 잔치’로 이름을 바꾸었다. 전국 각지에서 모은 전통술과 떡을 경주 황성공원에 차려놓고, 많은 관광객들과 함께 즐겼던 이 축제는 그러나 2012년 15회를 끝으로 더 이상 개최되지 않는다.",지역음식축제,,https://ncms.nculture.org/local-festival/story/593,경상북도,경주시,경상북도 경주시 동부동 159-1,상설이벤트,"술과 떡이 함께 하는 다양한 상설 이벤트가 준비되어 있다. 길놀이 퍼레이드, 떡살 탁본뜨기, 전통 다례체험과 더불어 기타 다양한 전통공예를 체험해볼 수 있다.",20230101,"잔치, 술, 떡, 전통주",M,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,12,10,20231230
20231200394,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",M,미디어 & 엔터테인먼트/게이머/롤플레잉 게임 팬,11,11,20231230
20231200395,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,11,11,20231230
20231200396,가을의 절정에서 단풍을 즐기는 장성백양단풍축제,"장성백양단풍축제는 전라남도 장성에 있는 백암산과 백양사의 아름다운 가을 단풍을 선보이는 축제다. 1996년부터 개최되었고, 단풍이 절정에 이르는 시기를 택해 매년 10월 말 ~ 11월 초에 개최된다. 백암산은 내장산 국립공원에 속한다. 백양사는 백암산 동쪽에 있는 절로 백제 무왕 때 세워졌는데, 백양사라고 불린 이유는 조선 숙종 때 환양선사가 설법하던 도중 백양 한 마리가 내려와 설법을 듣고 신이 되어 하늘로 올라갔기 때문이라고 한다. 장성백양단풍축제는 가을의 절정에서 자연의 멋을 느낄 수 있는 축제이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/170/30224/17137/c/115_-2019-장성백양단풍축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/494,전라남도,장성군,전남 장성군 북이면 사거리 656-5,단풍숲 거리공연,"쌍계루, 일광정에서 통기타 공연부터 국악, 클래식, 팝페라, 버스킹, 포크 콘서트까지 다양한 장르의 공연이 열린다.",20230101,"백양사, 백암산, 단풍, 정토사",F,음식 & 다이닝/요리 매니아/간단 요리,11,11,20231230
20231200397,9가지 테마로 치즈를 즐겨봐요 '임실N치즈축제',"임실N치즈축제는 임실N치즈라는 임실만의 차별화된 콘텐츠를 활용한 체험형 관광축제이다. 임실은 벨기에에서 온 지정환 신부가 우리나라 최초로 농민들에게 치즈 만드는 기술을 가르쳐준 치즈 생산지이다. 임실N치즈축제는 ‘특별한 치즈(공연), 다함께 치즈(대동), 뽐내는 치즈(경연), 재미있는 치즈(체험), 맛깔난 치즈(음식), 볼만한 치즈(전시), 빛나는 치즈(야간), 더불어 치즈(문화), 마을 치즈(연계)’ 등의 9개 테마로 구성되어 있다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/88/30142/16082/c/036_2019-임실N치즈축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/320,전라북도,임실군,전라북도 임실군 성수면 도인리 689,다함께 치즈,"국가대표 쌀 피자 만들기, 치즈요리 나눔행사, 가족대항 쭉쭉 늘려내 치즈 등 여러 체험들이 있어 가족, 친구, 연인과 함께 참여하여 추억을 쌓아보자.",20230101,"임실, 치즈, 축제, 특산물, 지정환 신부",M,미디어 & 엔터테인먼트/TV 애호가,11,11,20231230
20231200398,청계천에서 펼쳐지는 서울빛초롱축제,"서울빛초롱축제는 2009년부터 서울특별시 청계광장 및 청계천 일대에서 개최되는 빛 축제이다. 2009년 ‘한국 방문의 해’를 기념하여 ‘서울등축제’로 시작했다가, 연례화하면서 진주시의 진주남강유등축제 측과 갈등이 빚어졌다. 두 시는 실무협의를 통해 서울등축제라는 이름을 서울빛초롱축제로 바꾸고, 콘텐츠도 차별화하기로 했다. 복원된 청계천에서 펼쳐지는 서울빛초롱축제는 매년 11월 첫주부터 셋째주까지 17일 동안 열린다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/160/30214/17127/c/102_-2019-서울빛초롱축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/486,서울특별시,동대문구,서울 동대문구 용두동 701-6,AR 전시,빛초롱축제 공식 홈페이지에서 주요 작품을 AR전시를  통해 즐길 수 있다.,20230101,"등, 빛, 한국 방문의 해, 청계천",M,스포츠 & 피트니스/스포츠 팬/축구 팬,11,11,20231230
20231200399,국내 유일의 보석축제 '익산보석대축제',"익산보석대축제는 보석을 주제로 다양한 체험과 판매, 전시 등이 진행되는 축제이다. 약 60개의 보석 전문 업체들이 선보이는 보석들을 만나볼 수 있을 뿐만 아니라 30퍼센트 특별할인가로 보석들을 저렴하게 구입할 수 있다. 이밖에 세계적인 수준의 ‘보석박물관’을 비롯한 주변의 관광명소를 둘러볼 수 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/114/30168/17035/c/061_2019-익산보석대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/357,전라북도,익산시,전라북도 익산시 왕궁면 동용리 541-1,30% 특별할인,24K 순금과 다이아몬드를 제외한 모든 보석류를 특별할인 30%가 된 가격에 구입할 수 있는 행사다.,20230101,"익산, 축제, 보석, 주얼팰리스, 보석박물관",F,미디어 & 엔터테인먼트/음악 애호가/월드 뮤직 팬,11,11,20231230
20231200400,국내 유일의 보석축제 '익산보석대축제',"익산보석대축제는 보석을 주제로 다양한 체험과 판매, 전시 등이 진행되는 축제이다. 약 60개의 보석 전문 업체들이 선보이는 보석들을 만나볼 수 있을 뿐만 아니라 30퍼센트 특별할인가로 보석들을 저렴하게 구입할 수 있다. 이밖에 세계적인 수준의 ‘보석박물관’을 비롯한 주변의 관광명소를 둘러볼 수 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/114/30168/17035/c/061_2019-익산보석대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/357,전라북도,익산시,전라북도 익산시 왕궁면 동용리 541-1,30% 특별할인,24K 순금과 다이아몬드를 제외한 모든 보석류를 특별할인 30%가 된 가격에 구입할 수 있는 행사다.,20230101,"익산, 축제, 보석, 주얼팰리스, 보석박물관",F,스포츠 & 피트니스/스포츠 팬/축구 팬,11,11,20231230
20231200401,허준이 태어난 강서구 가양동에서 열리는 허준축제,"허준축제는 서울특별시 강서구 가양동 허가바위를 중심으로 1999년부터 개최된 축제이다. 강서구는 허준이 태어난 옛 양천이고, 가양동 허가바위 일대는 허준이 『동의보감』을 저술한 지역이다. 조선시대 명의였던 허준을 기리고 동양최고의 의학서적인『동의보감』을 알리는 취지에서 개최된 이 축제에서는 진맥과 처방, 약초 구입 등을 할 수 있다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/163/30217/17130/c/106_-2019-허준축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/810,서울특별시,강서구,서울 강서구 가양동 1471,강서미라클메디특구관(건강체험관),"한방을 중심으로 하는 건강 체험 프로그램으로 한의사들의 각종 건강 상담, 진료 및 시술 체험이 가능하다. 진맥은 물론 약침과 추나치료 등을 경험해 볼 수 있다.",20230101,"허준, 동의보감, 의성",M,미디어 & 엔터테인먼트/만화 & 애니메이션 팬,11,11,20231230
20231200402,허준이 태어난 강서구 가양동에서 열리는 허준축제,"허준축제는 서울특별시 강서구 가양동 허가바위를 중심으로 1999년부터 개최된 축제이다. 강서구는 허준이 태어난 옛 양천이고, 가양동 허가바위 일대는 허준이 『동의보감』을 저술한 지역이다. 조선시대 명의였던 허준을 기리고 동양최고의 의학서적인『동의보감』을 알리는 취지에서 개최된 이 축제에서는 진맥과 처방, 약초 구입 등을 할 수 있다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/163/30217/17130/c/106_-2019-허준축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/810,서울특별시,강서구,서울 강서구 가양동 1471,강서미라클메디특구관(건강체험관),"한방을 중심으로 하는 건강 체험 프로그램으로 한의사들의 각종 건강 상담, 진료 및 시술 체험이 가능하다. 진맥은 물론 약침과 추나치료 등을 경험해 볼 수 있다.",20230101,"허준, 동의보감, 의성",M,미디어 & 엔터테인먼트/TV 애호가,11,11,20231230
20231200403,앞산으로 빨래하러 가세“대덕제 대구앞산빨래터 축제”,대구광역시 남구에서 1987년에 전국에서 구 단위로 개최한 최초의 축제이다. 초기에는 구민체육대회로 개최했으나 2007년부터 여러 문화행사를 추가해 대덕제라 명칭을 바꾸어 진행 중이다. 남구의 앞산(600m) 골안동에서 지하수가 흘러 공동 빨래터가 조성되었다. 1970년도에 도시자연공원으로 개발되면서 빨래터는 사라졌지만 어머니들이 빨래하던 모습을 재현해 앞산 이팝나무 개화시기인 4월에 축제로 열고 있다.,지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/246/30301/18538/c/140_-2019-대덕제-대구앞산빨래터-축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/1187,대구광역시,남구,대구 남구 대명동 1501-2,반려동물 투개더,"반려동물과 함께하는 펫 퍼레이드, 영화 속 출연견과 함께 인증샷을 남길 수 있는 스타독 포토존, 펫티켓 운동회, 반려견 행동상담, 증멍사진찍기, 무료 기초미용 등 반려동물 인식개선과 올바른 펫 문화 정착을 위한 다양한 프로그램으로 구성되어 있다.",20230101,"앞산, 공동빨래터, 체육대회, 체험부스",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,11,11,20231230
20231200404,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",F,뷰티 & 웰빙/뷰티 전문가,11,10,20231230
20231200405,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",M,테크놀로지/소셜 미디어 매니아,11,10,20231230
20231200406,국내 유일의 보석축제 '익산보석대축제',"익산보석대축제는 보석을 주제로 다양한 체험과 판매, 전시 등이 진행되는 축제이다. 약 60개의 보석 전문 업체들이 선보이는 보석들을 만나볼 수 있을 뿐만 아니라 30퍼센트 특별할인가로 보석들을 저렴하게 구입할 수 있다. 이밖에 세계적인 수준의 ‘보석박물관’을 비롯한 주변의 관광명소를 둘러볼 수 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/114/30168/17035/c/061_2019-익산보석대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/357,전라북도,익산시,전라북도 익산시 왕궁면 동용리 541-1,30% 특별할인,24K 순금과 다이아몬드를 제외한 모든 보석류를 특별할인 30%가 된 가격에 구입할 수 있는 행사다.,20230101,"익산, 축제, 보석, 주얼팰리스, 보석박물관",M,은행 및 금융/열렬한 투자자,11,10,20231230
20231200407,국내 유일의 보석축제 '익산보석대축제',"익산보석대축제는 보석을 주제로 다양한 체험과 판매, 전시 등이 진행되는 축제이다. 약 60개의 보석 전문 업체들이 선보이는 보석들을 만나볼 수 있을 뿐만 아니라 30퍼센트 특별할인가로 보석들을 저렴하게 구입할 수 있다. 이밖에 세계적인 수준의 ‘보석박물관’을 비롯한 주변의 관광명소를 둘러볼 수 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/114/30168/17035/c/061_2019-익산보석대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/357,전라북도,익산시,전라북도 익산시 왕궁면 동용리 541-1,30% 특별할인,24K 순금과 다이아몬드를 제외한 모든 보석류를 특별할인 30%가 된 가격에 구입할 수 있는 행사다.,20230101,"익산, 축제, 보석, 주얼팰리스, 보석박물관",M,뉴스 & 정치/열렬한 뉴스 독자/열렬한 비즈니스 뉴스 독자,11,10,20231230
20231200408,국내 유일의 보석축제 '익산보석대축제',"익산보석대축제는 보석을 주제로 다양한 체험과 판매, 전시 등이 진행되는 축제이다. 약 60개의 보석 전문 업체들이 선보이는 보석들을 만나볼 수 있을 뿐만 아니라 30퍼센트 특별할인가로 보석들을 저렴하게 구입할 수 있다. 이밖에 세계적인 수준의 ‘보석박물관’을 비롯한 주변의 관광명소를 둘러볼 수 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/114/30168/17035/c/061_2019-익산보석대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/357,전라북도,익산시,전라북도 익산시 왕궁면 동용리 541-1,30% 특별할인,24K 순금과 다이아몬드를 제외한 모든 보석류를 특별할인 30%가 된 가격에 구입할 수 있는 행사다.,20230101,"익산, 축제, 보석, 주얼팰리스, 보석박물관",M,스포츠 & 피트니스/스포츠 팬/축구 팬,11,10,20231230
20231200409,국내 유일의 보석축제 '익산보석대축제',"익산보석대축제는 보석을 주제로 다양한 체험과 판매, 전시 등이 진행되는 축제이다. 약 60개의 보석 전문 업체들이 선보이는 보석들을 만나볼 수 있을 뿐만 아니라 30퍼센트 특별할인가로 보석들을 저렴하게 구입할 수 있다. 이밖에 세계적인 수준의 ‘보석박물관’을 비롯한 주변의 관광명소를 둘러볼 수 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/114/30168/17035/c/061_2019-익산보석대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/357,전라북도,익산시,전라북도 익산시 왕궁면 동용리 541-1,30% 특별할인,24K 순금과 다이아몬드를 제외한 모든 보석류를 특별할인 30%가 된 가격에 구입할 수 있는 행사다.,20230101,"익산, 축제, 보석, 주얼팰리스, 보석박물관",M,여행/여행 매니아,11,10,20231230
20231200410,율곡 이이 선생을 추모하는 율곡문화제,"파주시에서는 파주가 낳은 대표적인 조선 중기 유학의 거장인 율곡 이이(1536~1584) 유적지인 자운서원과 법원읍 동문리 일원에서 이이 선생을 추모하고, 기념하는 축제가 열린다. 1987년부터 율곡 선생을 추모하는 축제의 장을 통해, 아홉차례 과거에 모두 장원했던 구도장원공 율곡의 학문을 뒤쫓아가보는 유가행렬재연, 독서토론회, 학술행사 등이 열리며 전통 연희, 역사 토크 콘서트, 바둑대회 등 품격있는 행사를 파주시민들이 함께 한다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/232/30286/18380/c/185_-제-31회-율곡문화제-thumb.jpg,https://ncms.nculture.org/local-festival/story/111,경기도,파주시,경기 파주시 와동동 1412,사임당 미술제,"사생대회, 휘호대회 두 분야로 진행된다. 유치부에서 고등부까지의 참여가 가능하며 대상, 금상, 은상, 동상, 특선, 입선으로 나눠 상장과 소정의 상품이 수여된다.",20230101,"율곡, 자운서원, 이이유적지",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,11,10,20231230
20231200411,율곡 이이 선생을 추모하는 율곡문화제,"파주시에서는 파주가 낳은 대표적인 조선 중기 유학의 거장인 율곡 이이(1536~1584) 유적지인 자운서원과 법원읍 동문리 일원에서 이이 선생을 추모하고, 기념하는 축제가 열린다. 1987년부터 율곡 선생을 추모하는 축제의 장을 통해, 아홉차례 과거에 모두 장원했던 구도장원공 율곡의 학문을 뒤쫓아가보는 유가행렬재연, 독서토론회, 학술행사 등이 열리며 전통 연희, 역사 토크 콘서트, 바둑대회 등 품격있는 행사를 파주시민들이 함께 한다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/232/30286/18380/c/185_-제-31회-율곡문화제-thumb.jpg,https://ncms.nculture.org/local-festival/story/111,경기도,파주시,경기 파주시 와동동 1412,사임당 미술제,"사생대회, 휘호대회 두 분야로 진행된다. 유치부에서 고등부까지의 참여가 가능하며 대상, 금상, 은상, 동상, 특선, 입선으로 나눠 상장과 소정의 상품이 수여된다.",20230101,"율곡, 자운서원, 이이유적지",F,여행/여행 매니아,11,10,20231230
20231200412,합천팔만대장경축제,합천팔만대장경축제는 유네스코 세계기록유산으로 지정된 팔만대장경을 주제로 2001년부터 개최된 불교문화 축제이다. 합천팔만대장경축제에서는 특별행사로 600여 년 전 대장경판을 강화도 선원사에서 합천군 해인사로 옮겨오는 모습을 재현한 이운행사가 열린다.,전통·역사 축제,,https://ncms.nculture.org/local-festival/story/1180,경상남도,합천군,경남 합천군 가야면 해인사길 122,대장경 이운식,"조선시대 문무백관과 호위 무사로 변장한 합천 군민과 불교 승려들이 팔만대장경을 머리에 이거나 지게, 소달구지 등을 이용해 서울에서 해인사로 대장경을 옮기던 장면을 연출한다.",20230101,"해인사, 팔만대장경, 몽골, 초조대장경",M,미디어 & 엔터테인먼트/TV 대중 시청자,11,10,20231230
20231200413,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",M,라이프스타일 & 취미/예술과 연극 애호가,10,10,20231230
20231200414,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",F,라이프스타일 & 취미/사진광,10,10,20231230
20231200415,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",F,미디어 & 엔터테인먼트/만화 & 애니메이션 팬,10,10,20231230
20231200416,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",F,미디어 & 엔터테인먼트/TV 대중 시청자,10,10,20231230
20231200417,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",F,미디어 & 엔터테인먼트/영화 애호가,10,10,20231230
20231200418,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",F,여행/여행 매니아,10,10,20231230
20231200419,9가지 테마로 치즈를 즐겨봐요 '임실N치즈축제',"임실N치즈축제는 임실N치즈라는 임실만의 차별화된 콘텐츠를 활용한 체험형 관광축제이다. 임실은 벨기에에서 온 지정환 신부가 우리나라 최초로 농민들에게 치즈 만드는 기술을 가르쳐준 치즈 생산지이다. 임실N치즈축제는 ‘특별한 치즈(공연), 다함께 치즈(대동), 뽐내는 치즈(경연), 재미있는 치즈(체험), 맛깔난 치즈(음식), 볼만한 치즈(전시), 빛나는 치즈(야간), 더불어 치즈(문화), 마을 치즈(연계)’ 등의 9개 테마로 구성되어 있다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/88/30142/16082/c/036_2019-임실N치즈축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/320,전라북도,임실군,전라북도 임실군 성수면 도인리 689,다함께 치즈,"국가대표 쌀 피자 만들기, 치즈요리 나눔행사, 가족대항 쭉쭉 늘려내 치즈 등 여러 체험들이 있어 가족, 친구, 연인과 함께 참여하여 추억을 쌓아보자.",20230101,"임실, 치즈, 축제, 특산물, 지정환 신부",M,미디어 & 엔터테인먼트/영화 애호가,10,10,20231230
